partition,path,label,source,sha256,phash
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\6aaf943e-fb16-4f8f-86c5-dc36724e25e5___R.S_HL 0607.JPG,0,plantvillage,4790713869ece61c5f9d0c348d989374d208bd3868c72f35caf596eeea5828f5,b7f4e100f8f302f4
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 1581.JPG,1,plantvillage,1eb23b1ee4b93f8ad63827a613d2685d3f5cffcb7d4cb89072f99777b32490b8,9c5c1ade7ac2e00f
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\7fc13d9f-316e-41ff-b216-5665c08357e6___RS_NLB 0784.JPG,3,plantvillage,0b0d144e1238f0475abe5913a8b1468308b1a2a45059fc763e26b127344ea715,8e3469cbdc15724d
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2033.JPG,1,plantvillage,045672dacca9f44c3efbc154339d148672f2217f9b5164c9f10d9b5a7ed0aeb7,802d1f7d0af8bcf0
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2708.JPG,1,plantvillage,0552a31dbdf7e12056a31740b32704061a0baae80eb2641004ab3ff516de3c5e,856a4b3fe47e9406
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2743.JPG,1,plantvillage,315349bf996fff9db1d1ef009186de194052b20663d8896770126410a850f2d3,c41f5bde21da24d8
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\50e026e1-cee6-4382-9664-5cd5be377e91___R.S_HL 8314 copy.jpg,0,plantvillage,4633d7cb482dacd35a9df71778b6be0a1ecb58266f93213f8fe730b1b988ef38,94eb345a7d2e0743
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\b16c0215-4f50-400f-9251-ae74284a41dc___RS_NLB 4057 copy.jpg,3,plantvillage,ac324714d5c93657439ca53e5031a475d4620dfd55db67443160f5f99a7ac8e1,ff3e1f0b0d064652
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2030.JPG,1,plantvillage,633a3c5055e23abec361b20e44a2b1ca1e6ce38ea8e71e6317aa75036768a374,85700f033e7e7e68
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\b31834af-a313-45a2-82ff-b6d6ecc2d853___R.S_HL 8233 copy.jpg,0,plantvillage,b73a436e8f950b269f56f8167a53dd62d012640b51277dc1d41b44f09fec8423,dce1993b0d2eb41a
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\fc6b2569-68e4-49cc-bd4b-c27e037bd3c9___RS_NLB 3806.JPG,3,plantvillage,04abbfeb39f6b0a1e89b6ba9598261a1e59b5636a4a9165a1d7f281d2efd77ed,bd61cf18c24e435e
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\bf3bdd27-ed83-4347-8ca0-4e7cf8530f80___R.S_HL 8333 copy.jpg,0,plantvillage,8293e5f613df09206d8d25bc70cafd04a817add9bb581f0a931ff410dcba514d,cb1b033c3571f0f1
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\7a846f18-cdd6-42b2-ae54-91e874fec475___RS_NLB 3835 copy.jpg,3,plantvillage,c01d08d8b869c16db604983f5736c9240ea34564281c1654789836a401d69bcf,c24c593b55aa55ba
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\5c007cea-468b-4e33-aa6c-803932baf906___R.S_HL 8145 copy 2.jpg,0,plantvillage,9457a2aea5d4234af339fd50773d798f00713b4f6d676ace6b455a6629cb8bcc,ffc01db9b0232786
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\209d61fa-710d-4b89-8f1e-83d3dff44c05___RS_NLB 4097.JPG,3,plantvillage,5400b99759fee89b38613f8c71de26e964cd6306cbae3b18391ef5f7be7059dc,f971465ca48d5aa5
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\adda5157-0c8f-4077-b89f-8be51e8cb9d8___R.S_HL 8262 copy 3.jpg,0,plantvillage,0cef5f668591e1af2867ee0aeba507d7db9d0cef394910f8a6f55bb8b46354cd,971188c4f0dd58fd
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\15d188d6-bade-4281-931a-82264fdae6a4___RS_GLSp 4450.JPG,2,plantvillage,6ad597cb20e66f196122bdfa3a5cec82ee221771df5219308de740add6e027f1,f6b293ca5dc418e4
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\22177231-7c14-423d-a83c-78a63c2dfd9a___RS_GLSp 9286.JPG,2,plantvillage,1ae4bdc6a09edf085fe0d8307ee19179ca46a02472430e696113cc11a64dedea,db963de022aae21b
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1afa65e8-15a9-46d4-b612-e7a7b23b10b5___RS_GLSp 7326.JPG,2,plantvillage,03305aa631d25d88a44e0697156e96bd948df1d1308907138eafb1684666792a,b3e9fbe06806e0cc
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\2930a76c-f0f6-4880-8ec7-f06aaaf257d1___R.S_HL 8155 copy.jpg,0,plantvillage,5d43fef281c81e11cc08e6ae12567263321abd301c9ab2b8ab92a6e9e806dea2,d22b0dea29f608f5
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\1d45f289-7aef-4344-82f2-8a53e6fff2d6___R.S_HL 8082 copy 3.jpg,0,plantvillage,efd23596efce72ec7684ef9a7ebeb115a785f5ec1cc0206a84c079d6fb1e905f,ccf9658a36a512ad
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 1941.JPG,1,plantvillage,8b57763df9cde3b0008008b57a4cb93f3f98fd0b1640192e2dd9daab0b3db83c,81af60d02f9e7cc3
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\9ac5877f-875c-4fa6-9962-6011f7767ba0___R.S_HL 8094 copy 2.jpg,0,plantvillage,7dff5e40b8b763c26be269e725a65c0cdcb6e1fb3a78404be858780225c2032a,c9b3699ab49152ba
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 1854.JPG,1,plantvillage,e1187d87cfad91e9afec0a532b83683c0556116c94df9163c02c9bbbbbbf432b,c3f82d95609e6f48
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2511.JPG,1,plantvillage,4e17c23a89407da737509003b02cdd77ab7b527f54e02d121fe5b21bc78481ef,d5fb21925fb1e900
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2677.JPG,1,plantvillage,a6bd9fcb86a523ccfe40afd64ee55abc9db84b0dc148bc17873f8d95010c2f0e,852b7f7041ab8f4a
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5d69a1f2-cead-4661-8014-63e35e131850___RS_GLSp 4337 copy.jpg,2,plantvillage,db31bf1d9b47140f0d4d1d68038dd798956f1f550567d2fd2082a11deb4763b8,bef6a42952c43fa0
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\987f8819-fe72-413a-bf64-9a4d07acf353___RS_GLSp 9351 copy.jpg,2,plantvillage,bde9f372ecceae5a12849e58d3bb842a16a0aa0aba24fe22c4e7cceab4f98422,94052ab3f688be5d
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 1720.JPG,1,plantvillage,aa4edd63f1c070b509d63b05546d59c9ef153e1bd6400eb30e3065f55a22e2c8,8571561fa13c743e
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2483.JPG,1,plantvillage,1e66a3cf61d279b8f756969aa46af7b31c977f06da4e98688ea6df4166b289d4,d5de722123272667
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\64ee3cf0-bfc0-4899-b444-badac4603804___RS_NLB 3923.JPG,3,plantvillage,1ab1f3f7d26655ac31174da229e23fc114b0aa41128fe4cc79fcdc29909d7ef4,cc54dbc03fd1aa43
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\27904b34-8f94-4646-8bb8-f2734c53cb1e___RS_NLB 3789.JPG,3,plantvillage,c31b629b56174909ffe8278b487a2b6d54a69c853eb21c0d24e736c6c2562ed2,a4a6463652996f9b
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2652.JPG,1,plantvillage,389e12275ddac11ce11c01144eb3763757bdf04d554ea14c9d18b3f794c642ea,955b6a7b31716b20
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\07f54257-0ec8-4bce-991f-90d46646d4f8___RS_GLSp 4378 copy 2.jpg,2,plantvillage,be669fae886fee17bb00ff6b3d46295d66cb391aab32f62ae3fdf58306b0b28e,ceffa3818bdaf000
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\a0940ca1-3040-4432-99a6-83979e94cdf5___R.S_HL 8035 copy 2.jpg,0,plantvillage,51458227c17db504a2e443138ea5811b8a750693d6707d1163de278ad3ba0c5a,99ac0437d594b5f4
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\24fee780-a78e-47d7-a48f-604dadf295ce___RS_NLB 3498.JPG,3,plantvillage,93222b2e1df6b308fbd61af74d40c13b6500e68045315e0da5032e8bc2d6bb7c,f8d0206343bbc72f
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\f85a5f36-d0f7-4aaa-9d28-9ff33d092385___R.S_HL 8207 copy 2.jpg,0,plantvillage,b99f2c1aab482916aeee7d0aa27d3504870ed395b99e3927c628ba05c91a920d,9833f6b6f684e604
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2763.JPG,1,plantvillage,a6692c3cf7f6d72c8932ec29a5593578c759dd351f1e13f08075bc7d1893f93f,951d1e7069b56387
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\ce1af083-ea99-4aeb-9f66-c3bd1ecd6be3___RS_NLB 3485.JPG,3,plantvillage,9e8687e75bc29869d5a65a22348ec24e9c3eae1048963a82f6c8ac03008ecbcb,a62406d90d3f369f
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\ff1721eb-609e-4476-983d-a372b7469ab0___RS_NLB 4039 copy 2.jpg,3,plantvillage,55f02728739315c61a1c9d28b976226bfb5ae951e363d13f99dfe73816fc17ab,db470ca87359ce54
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\5388d277-8739-49ac-9d60-f842621fdeac___RS_NLB 3682.JPG,3,plantvillage,f2ff16578acb3c2a1bc85f474b72749fe3a89f8cf08a51d85335c86eb4494434,ab162d8981b59db6
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\8a18b631-169d-4623-9cab-24e243f47a64___R.S_HL 8256 copy 2.jpg,0,plantvillage,73b2c5a4405c9cd1707352c67678b105e25ce572f1eb166d9accbb5fac40cf7e,c54fb9bdd2aa50a0
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2697.JPG,1,plantvillage,5209352fdfc35c6c48366ef7f01ae9e46120dec81e6ae0fa91860472dc4280a2,c0276b85790e3dcb
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\6fa2365c-475e-4fae-aab3-f2b49aaf1a09___R.S_HL 8144 copy 2.jpg,0,plantvillage,089e8a2743760d104668aa014909eb5efa11ce5a5c0837cb040192216e3062b1,c4e10ce269da697d
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2698.JPG,1,plantvillage,9d9f483c146c6cd2a76b5afbc158e16872a57dac0b7a117964bac9ef70f7087a,c3962d27f0c10fe3
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 1878.JPG,1,plantvillage,a0937873d0f5df36f7dde57f6930467fa0c69ce43e8f1dba7da1ab64a28bc2a9,801f3f3c78b87171
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 1610.JPG,1,plantvillage,730b3cf08ec7615d174917a0a3d9b5061d9f15723fc393361edbeab93800173c,c27a7fa116924aa7
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___healthy\5f4e7326-54e9-4aa4-beac-7fce5b4ff97e___R.S_HL 8197 copy 2.jpg,0,plantvillage,06078eb3f0f7334d105f7269d99fd796a4952d72a2b443f82b9223bb37b2d3fc,d7df22e808d400ff
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\89d03cba-77b6-4197-9993-434138cf6eba___RS_GLSp 7303.JPG,2,plantvillage,38ba30d63c240187b52a61be050db0428ae0791d6c84b0a5a368b78d4c7edf78,afc2fa93c692311c
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\b50e4d92-099f-4213-b5b8-0f76afa10124___RS_GLSp 4675.JPG,2,plantvillage,3731b31796b6307d7fc5e8b1f8415e373b4cbd8563c4d6c430f4a8325f91c2d3,f80e631e37a11ce3
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\fc1c72a4-1aff-4ebf-83ed-909a7b9dc382___RS_NLB  4670.JPG,3,plantvillage,d30cb6d476631605591317f21601eef73338127026cadfd4fbdb3b9704fd8547,cffc649320924d6d
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2322.JPG,1,plantvillage,737c1286115a8346e7faa30977d1518bf87e333d1d36c06a8c57a70e54763376,99387be143266e78
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2230.JPG,1,plantvillage,5ae5bb86d572fbfcf92114e6b49558ba8e09cbbc95e0121d504aeaecab84f1bf,9c386339636e636c
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2103.JPG,1,plantvillage,997c2a9de9e0f7d521806f1849e7b85b216d320a946e85ca6d73099e27687283,80073f3717fe54c4
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Northern_Leaf_Blight\d334d37f-a75c-47d9-ad48-3d37c32ea3c9___RS_NLB 3582.JPG,3,plantvillage,3db338692dbc0eceaa459b218104524b317a8cee4963f6270e7088b7b11a2033,fb5134a7d1b59403
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Common_rust_\RS_Rust 2296.JPG,1,plantvillage,fe3eebfab0aabcc69ce6d9416811ee7dac82bc5454acb60d36ac30ea09233e63,c0416167636b737b
train,C:\Users\张嘉璐\Documents\Codex\2026-07-24\new-chat\work\training_run\.maize_disease_agronomist_cache\PlantVillage-Dataset\raw\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\81a4c5ce-8c96-43e6-8391-415465688419___RS_GLSp 9274.JPG,2,plantvillage,b2d2efc3de8f6591ee94c39a4636f93a1f65f7277ccf1fe55c32b6c126c3556f,bc63577c73e84a80
